Unnamed: 0,business_id,cool,date,funny,review_id,stars,text,useful,user_id
35,SpJYus_184M2TdT7t52rIA,0,2016-11-18,0,s9cpVj40VR_yl0lXbZQe6w,5,i trust my vehicles here. comparable prices. mike can always give me good advice. work always done on time...clean. never had to send back with any problems. my cars run great.,0,zx_Op2OAOM_fRic9tU-jqA
40,qdC2h3MqCNussc5lhzL7gg,0,2015-11-05,0,AJ0IglpYAp2D0daOlVGIdg,1,this place doesn't even deserve 1 star. horrible service! the service manager was rude and unprofessional. he shouldn't even have a job after the way he spoke to customers. marcus lamonis needs to step in and end this location. repairs that were suppose to be done never were completed.,18,Ka7TIp74VHSa90rfdg4_2g
41,XgRDG9E_WLEbl8S-QUqQkQ,0,2015-11-05,0,5D_MsAJHrMa8QKkpE3g1Sg,5,the butter burger was cooked perfectly and juicy! the ice cream here is the best i've had! this location is very clean and staff was friendly!,0,Ka7TIp74VHSa90rfdg4_2g
42,awgoBwuhzlLGKEIverTGjQ,0,2017-01-21,0,5bWN_IN8MQGjJ6_ZIXffDw,5,best location ever! i love love love the manager jess. she's super great and always helpful. she always helps me find what i'm looking for and has the best suggestions for gifts. i will drive the half hour out of the way to go to this location!,0,yyPHK6khPa4-ErV9U32x3A
74,iO3GuIiZxzv-iETGVnoeVA,0,2016-11-06,0,RW_mYzHYfdqn6g7xVgIcKg,4,this was a real fun time. lots of laughs and entertainment. love that the cast interactions with all guests in a semi intimate setting. each course is delivered between scenes and you're given time to eat so you don't miss the show.,,
Food was pretty decent as well. Like the salad dressing and love the sauce on the chicken. Bring cash for the bar and especially for the tip. Cast/staff work hard and deserve it :),,,,,,,no review,,
4 stars since I'm bummed there were no mojitos.,0,0pf5VuzE4_1pwj5NJHG5TQ,,,,,no review,,
79,yz3KtngrF2PQrif8JW7gdw,0,2016-05-28,0,SLA1YP9doUc8h-6Kd34QmA,1,horrible. the smart ones have closed their account. tellers don't know how to read a day drop envelope that clearly reads mortgage payment in front and back with the full loan number on it. money was sitting in the account and in the meantime my mortgage was late. this has happened 4 times. 4 times.,,
Manager doesn't take accountability for the lack of attention to detail of his staff or their errors.  Tried to blame me because they didnt believe I put anything on the envelope. Account numbers and account holder names sitting all over Christopher the teller's desk. People wonder why your accounts are compromised? Manager saw it and did nothing. ,,,,,,,no review,,
Be smart take you money out and run.,1,0pf5VuzE4_1pwj5NJHG5TQ,,,,,no review,,
83,T2XdzAcj0M_kBD9_BHfZlw,0,2016-05-08,0,qxPiEGIHy5xyVy78avH5Rg,4,love the 'old school' ambiance. friendly staff. have been here several times over the last 5 years and i never left dissatisfied.,,
Come for the popcorn and drinks.,1,0pf5VuzE4_1pwj5NJHG5TQ,,,,,no review,,
92,AtbXj3Rg1GF6Dj5zu6KCDg,0,2012-10-11,0,q6ij-nz5d_hvdjuelho1pQ,5,better service and much better prices than the dealership. these guys take great care of your car without sticking it to you price wise like the dealership does. won't go anywhere else,0,WnM2AmNIint5b5f688nmPg
95,6tSvz_21BMo3a4GaItwa0g,0,2017-04-08,0,66FSK2J1uHJqVI1Z8QiFGw,4,i love how they have no rice sushi options. they have a pretty good list of sushi and the sauces that they use for it. food came out at a timely manner and service was not bad.,0,Yy_iGXxLpL6tYDQoE-6XVg
102,aQ222ydz_GSRZV66xNt4kQ,0,2017-04-09,1,AxhxGl41DItKjqkzYtr53Q,1,2 of my girlfriends recommended this place so all 3 of us went.... i made sure to have an appetite when i got here..... sushi was mediocre.... what made it terrible was the service..... we were there for 2 and a half hours because our orders took about 30 min to come out whether it was appetizers or sushi.... our server's excuse was because the bar was full....? so you're telling me your main dining area (which was actually also pretty full ) should suffer just because the bar was full?????,,
**someone replied to this comment saying to come on a Monday when it's not busy... umm so I have to come a different day to get even mediocre service? No thanks...,1,Yy_iGXxLpL6tYDQoE-6XVg,,,,,no review,,
172,1SnYDvrd02FXSXnIgz-9DQ,0,2010-11-17,4,8enQ9Fj-sWkWub4AZQUzeQ,1,huge apple danishes! unfortunatley huge doesnt mean better.,,
So what does Westmall Donuts have to offer? Here you can eat a fattening overpriced danish in a horribly old and decrepid space and wash it all down with a lousy tasting coffee.,,,,,,,no review,,
Do yourself and your wallet a favour and avoid it!,0,YHWsLBS8jzZiPjKHMFOaAA,,,,,no review,,
179,YPa8t1631tlRQms0p331ZQ,0,2016-04-10,0,vCwlUF30mV7Eg5MCS3N39Q,4,what a nice and friendly person that answered the phone.  i was looking for a tree nut free cupcake she was unfortunately not able to help me but gave me great advice and was very willing to give me a few suggestions.,1,wMttR-7frrO-YzDsIiA4GQ
180,eZCE1u_3ORlX8dHSVTjl9w,0,2016-03-10,1,GuD3Og1PmJCqXAiWQe1xew,4,i have been here 3 1/2 years.   the staff is always smiling and helpful.   yes it takes maintenance a little longer then they should but it seems like a large place for only 2 guys to handel.   the fitness center needs a little upgrade but i have lived at other places and this is a great place.  i see a few people complaining and name calling which i find childish.  if they hate it so much why don't they move.,4,wMttR-7frrO-YzDsIiA4GQ
182,ruWTngdiC68O9la27hvvHw,0,2016-02-24,0,Tifm4ETlt4FXiuGwhq__lg,4,this place is not just a restaurant has a great bar and a outside deck with one of the best views of las vegas. the food is good and selections is limited. drink are on the expensive side and it is a private club. i would recommend there steak with crab. it has a disco at night at 10 pm the space is small and can be crowded. i would recommend this place and i am going back again.,1,dQzQ4bN0Rnb8M-0LqTl3-g
183,7KkgMcbVaetryW1wwpzvvA,0,2016-02-29,0,htV6dNmUqaXwCIRt7vfO5A,4,it great fast food and get large portions. it seem to be fresh and the server are friendly. i gone there many time and it alway good. i like their burritos usually it so big can only eat half and save the rest. i am recommending it to all my friends. you can choose what you want with any of the items on the menu.,0,dQzQ4bN0Rnb8M-0LqTl3-g
184,bvGdqJ-SeGdIHX-HEabwlg,0,2016-05-29,0,AR_IDHl2P4kUVPB_tTsA6w,4,i went there a couple week ago. the service was great small place. i had there osso buco meat it was good so much could only eat half. wine was good by the glass a malbec. i and my friend had there seafood soup was very good. i would recommend you try this place,0,dQzQ4bN0Rnb8M-0LqTl3-g
185,h1Jq1YlqPyD1mGSW0sjRaQ,0,2016-03-07,0,JL6B_spdwG_gLMEdh4Z-Mg,1,i call them to switch to their service for both tv and internet. they schedule a service tech to come out to my home on saturday between 12 and 2 pm. i was home to make sure i would be there when they arrived. 2 pm no one arrived it was on saturday i tried to call there service. there office was closed and no way to get a hold of anyone. now i still waited to 4 pm still no call finally i got a call but it said un know number. i got a message they were at my service box again no one was even close to my home. i called them monday morning asking what was the problem they told me i could not get service for tv in my area really. after they had schedule a appointment and there customer service people did not even know they could not give me these services. i wasted a whole saturday waiting for these people. their customer service is horrible do not waist your time. now i know why they have such a low rating.,0,dQzQ4bN0Rnb8M-0LqTl3-g
186,9tLCuUmw3Tlco-tKPGkIWQ,1,2016-03-25,0,vPA9ZwuatQhnfu6WrG0mpw,5,great fast food restaurant large portions. the food is good taste and great bargains. the service is good the restaurant is clean. i had the teriyaki hot chicken with rice and steam vegetables. had enough food for two meals would recommend this restaurant for familes,1,dQzQ4bN0Rnb8M-0LqTl3-g
188,ICw43H7hrbSuXTjDBmJxbA,1,2016-02-29,0,RUoRwBWiYAZ7FhRMg_ibZA,5,i was just at their new store on cheyenne on sunday. i wanted a soft mattress christine gave me a great selection. i told her i only wanted to spend up to $1200 dollars. i had more than 4 choices all were less than i had planned. i had checked other stores first and the mattress i got was equal or even better at half the price. they even gave me sheet and cover for the mattress as a bonus for shopping at the new store. i did not realize they also sold furniture pick up a full 5 piece bedroom set. it was just like the ones i had been looked at some of the bigger furniture stores again half the price. i going to tell all my friend check this store first.,1,dQzQ4bN0Rnb8M-0LqTl3-g
189,_pBXtjN43eqMV0XZTz7nmw,0,2016-03-25,0,ohzlH9CWRuP8TehyfTUp6g,4,its a nice club open air with swimming pools there are two levels of private areas overlooking the pools. the club and bar are small and the dance floor small. it great you have plenty of space where you can relax and talk. best to go on warm nights total outdoors. atmosphere is relax and recommend this club,0,dQzQ4bN0Rnb8M-0LqTl3-g
190,3kdSl5mo9dWC4clrQjEDGg,0,2015-10-17,1,Bay72mIfR-yGKZf_S9xQeg,4,????????????????????????????????????,,
?????7:30???,,,,,,,no review,,
?????????????,,,,,,,no review,,
?????????????????,,,,,,,no review,,
??????????????????!!,,,,,,,no review,,
2????????????????????,0,5oy_MM1skY1LvmdNNVVM5Q,,,,,no review,,
191,f4x1YBxkLrZg652xt2KR5g,0,2015-10-17,0,YeRRSIod4aDvNDQKvbSWnA,3,????????????????????,,
???Link Hotel???????,,,,,,,no review,,
????????????????,,,,,,,no review,,
????×4 & ???×2 ?????????!!,,,,,,,no review,,
?????,0,5oy_MM1skY1LvmdNNVVM5Q,,,,,no review,,
192,DkYS3arLOhA8si5uUEmHOw,0,2015-10-17,0,zgQej4gg1vu8p85aP6ZsIg,5,????????????????????,,
???????????????????????,,,,,,,no review,,
?????????????????????????,,,,,,,no review,,
????????????????????,,,,,,,no review,,
???????,1,5oy_MM1skY1LvmdNNVVM5Q,,,,,no review,,
193,fL-b760btOaGa85OJ9ut3w,0,2015-10-17,0,0VOZHe_tfbhW3YvsBf5yxw,5,???????????????????????????????????,,
Best Vegas???????????????,,,,,,,no review,,
????????( _) ??????,,,,,,,no review,,
???...?,,,,,,,no review,,
???1??????2?????????,,,,,,,no review,,
????????????????????????????????????,,,,,,,no review,,
????????????????????????????????(*´`*),,,,,,,no review,,
?????????????????????????????????,2,5oy_MM1skY1LvmdNNVVM5Q,,,,,no review,,
196,l4x5FFzfiCFrGN0S-uZbBQ,0,2016-01-07,0,4zThfSMxa6fxOf3L4LXctg,5,great authentic addition to champaign. dario and alessio have done an incredible job and i can't wait to go back again and again!,0,N7Jy_9BnDckwKTBw44b0rA
260,VoYF6KnSnnhZ2lI4D9O-KA,0,2016-01-02,0,g03YSyEswJF3XOVbJqe3QQ,5,the best beef kebab ever!! the meat is so tender and juicey - just be careful not to touch the bottom of the metal skewer when it arrives - it's super hot. make sure to also order the garlic sauce and red meat sauce for dipping. it's a warm atmosphere with a very friendly staff. i've gotten many friends hooked on this place. 5/5.,0,XLA3LkbfQfeA-VYO7Zgzyg
269,qSsUXOWF9W4sekeHVekuug,0,2013-10-04,0,p2WnLi7Tj-2x9rqSOwHERg,1,anyone looking to have their yard landscaped by this company watch out!!! this place is horrible to deal with and has no communication skills!! my job was pushed back for weeks and nothing was communicated to me. on top of that i am now having to report them to my bank as fraud since they have yet to return the upfront money i gave them. horrible horrible experience all the way around! i wouldn't even give them 1 star but that is the lowest it would allow me to select. i just hope my bank is able to get the money back soon from these rat b@stards!!,5,aD4iVmjokKSK8HDm-L-dlQ
273,CHFw_V836nIKpWtqMP4E5g,0,2013-12-23,0,UC2474KYTL2DP1wR6qwvFQ,3,food was very good but service is below par. wasn't crowded at all but still took forever for someone to seat us. just a person yelling across the room telling us someone will seat us soon i recommend it for the food but don't be in a hurry to be seated.,0,JNRDWUE5exH2mGjSqbUF7Q
275,XvuUYiJYAAiNC4AmdbBZ8g,0,2013-08-19,0,ziAMZGx8QInZjqlDG4qRCA,5,me and my boyfriend live on the same block and we have to stop ourselves from going there every day. the food and service are amazing!!! it is homemade indian food full of flavour and made fresh. the owners are lovely people and every time we go there we love spending sometime just chatting with them.,0,_0lqX3m25K6qEkbLlY4DLQ
280,dNMYNKhAAKo5O4WfrAPzcQ,0,2016-02-03,0,QWWLdWa3srs0ibN8dnK6Aw,5,very nice and modern dentist office with a top notch staff!  the experience definitely put my anxiety of going to the dentist at ease.,0,aGgv8QmMT-kpp_gy6mcjiA
282,t5LFQy9h9IpWfFfcMwQT4w,0,2011-09-04,1,OOj9B9A_56rI7TEMYwYvhA,5,other auto shops need to go to these guys and take lessons!!! i went here with my son to get his car repaired....oil change and serpentine belt changed....first off...they have a special for the holiday all work half price......and second...the did the work wihtin 15 minutes.....they were clean...mannerly and  helpful.....very knowledgable...other questions about the car were answered intelligently.,,
From the manager to the ladies in the office...THESE GUYZ ROCK It out!!,9,nND2klG0KoIEvnrLyKzQTQ,,,,,no review,,
283,F1VasoCjLgA079A21nQIvA,2,2013-08-25,0,aefWon7MeIoGpsLG5iwZ5g,5,i have 3 competitive bird dogs as well as breed occasionally.  dr sondel was already the best vet i have had the pleasure of working with.  now that he he has ventured out on his own he has taken vet care to a new level.  his new clinic rivals modern medical facilities for humans.   nicest facility i have ever seen!  jesse is for people that want the most advanced care with an honest/pragmatic approach.,13,FHwl6kaKdD5-KAnfVb_pKQ
284,LhU-XsZ2YObJnP-5uiMIjA,1,2014-03-31,0,dnrcOZK4UXIXPy3Uf66xZA,5,same as other habanero's.  best damn quesadilla money can buy at a really affordable price.,0,FHwl6kaKdD5-KAnfVb_pKQ
286,4XGjbI2Ggi-kdgt9eZR83w,0,2011-03-04,0,CXSBfX-4fCWGngtysdhPpQ,3,safe bet for a cheap buffet .  nothing blew me away but the price is right.  nice service and cool fish tank.,0,FHwl6kaKdD5-KAnfVb_pKQ
287,dei67jnanWpRLRL7aRwqAA,0,2011-03-04,3,FRh3yuD3uunzqxTbEqN9ag,1,they said i needed a timing belt replaced when honda civics from 2006 don't have a timing belt.,6,FHwl6kaKdD5-KAnfVb_pKQ
288,Zzvjuyxr1iudPN_heAAygw,0,2011-07-19,0,r6GdPfGtXbcEud4-iIdiGA,5,the salomon salad for lunch was simply the best food i have eaten for 11 bucks.  the service was fantastic.  sometimes i wonder if people who complain about bad service receive bad service because they are not the friendliest people themselves.  i also was here for a grooms dinner and there wasn't a complaint in the party.  my beef tenderloin was awesome!,0,FHwl6kaKdD5-KAnfVb_pKQ
290,B7a5Gknl7QAYKLCV33w6IQ,0,2011-07-26,1,cAMTFx8iwWM1z0PT8KINGw,2,i tried to get a home loan here and they never got back to me.  anchor bank down the road was happy to help.  disappointed that my home town bank didn't take me seriously.,5,FHwl6kaKdD5-KAnfVb_pKQ
291,YSUPAkyni4qpcHfrMOAEww,1,2013-09-13,0,8ok7nmMATfhg1zbXok-_wg,5,i like to come here to focus on a project.  great coffee house vibe.  the staff clearly likes being here.  everything is unique and delicious.  i had the soup of the day.  baja chicken.  excellent!!!,2,FHwl6kaKdD5-KAnfVb_pKQ
292,NYf9TKBKPpa1wkA_uwIlfg,0,2011-03-04,0,6rId0GkjJ_8_pULwN8RV0Q,4,one of my favorite places in madison.  tons of character with good food and drink.  service is good.  bar is very cool.,0,FHwl6kaKdD5-KAnfVb_pKQ
297,hBROX8RGSUYXDJAF97OV_A,0,2011-07-19,0,3rm8lrS9uTC24UP2JuujLw,1,cleanliness inconsistent.  price high for some low for others.  equipment all over the board.  basketball crowd @ the eastside location is not friendly. carpet in locker room is just not right.   better options in town.,6,FHwl6kaKdD5-KAnfVb_pKQ
298,M0pXDKKvnM5sc7ceisBD4Q,0,2011-03-04,0,mlhp9_Qpr_KKEcRB-uohrQ,4,good.  not great.  very consistent and attentive service.  if you need sushi and a seaweed salad it is the place to go.,3,FHwl6kaKdD5-KAnfVb_pKQ
299,wwnuIvnVLgpEZOKzcdfDhw,3,2013-09-28,0,wg8wrJE1e5y17F56jv8KNw,2,i have been here a few times with an okay experience.  today i ordered 35.00 worth of food for 2 people and toddler.  one order was flat wrong and needed 2 sausage patties added to the plate.  i kindly pointed the mistake out.  pointed to the menu which supported my claim and she declined to make it right.  the person behind me then told her she was wrong and she correct my order.  i left and went back to eat my food with no resolution to the issue.  then the front desk girl brought out the carbon copy and told me why i was wrong while my two year old is having a meltdown.  i then told her i didn't want to argue and asked her to leave.   5 min later as we left the sausage showed up and no boxes ( requested 2 times) were brought to our table.  go to crema and support good service and food.,3,FHwl6kaKdD5-KAnfVb_pKQ
300,9SvAcGdswHs88kA6HHaC-w,0,2011-08-20,0,OSGkpByQp38wi1DIfuig7w,5,this is one of the last real service stations left in madison.  the guys at this place are the type you build a relationship with and they take care of you.  i recently had a quote for my truck that was quoted other places for 1500 to 2000.  they worked their magic for 600.  the next day when grabbing gas for my boat and jet skis ( no corn gas available here) i had a lock on my trailer that was jammed.  they cut it off and told me to have a nice day.  no charge.,8,FHwl6kaKdD5-KAnfVb_pKQ
304,paNjgpMDRhNzBj6xzhHPVQ,1,2013-08-26,0,q_iD4bhSviFn7LvqVyzDuQ,5,best quesadilla i have ever had.  i go with steak extra meat with hot sauce and sour.   real coke.  sure the place isn't fancy.  but i'm reviewing food darn it!  and its great!,2,FHwl6kaKdD5-KAnfVb_pKQ
305,YLwXQbMN-4NvUs_U8brP-w,0,2014-06-07,0,zU4xciYe_AaoObASK5E-XA,4,green tea in a can.  solid sushi.  unique atmosphere.  the person who brought out my  sushi cared that i'd liked everything.  good experience.,0,FHwl6kaKdD5-KAnfVb_pKQ
309,Kvr3maTyGSS9Xo_nhsEvrA,1,2013-05-13,0,0IDsjVimXLlaY_wKUL3ZEQ,4,good local shop.  i haven't experienced any racism like jayson and can safely say after long conversations with a very interesting owner that they are not a racist bike shop.  madison maybe a bit on the hyper-sensitive side when pulling the race card.,2,FHwl6kaKdD5-KAnfVb_pKQ
310,krsjoEks-XF-PLKjOJW66A,0,2016-12-31,0,-5LANRkGm8Y8SRCUdbE0Bg,5,chef dave plus an amazing atmosphere equals my favorite spot in the 608.  huge beer list and great fish fry. never had a bad experience.,0,FHwl6kaKdD5-KAnfVb_pKQ
311,gqdqnFg2lYeSyS20q2ZK_Q,0,2014-04-14,1,caHQiDwI7N9GyFRfOeOk5Q,1,i'm no sure if we got a bad box or not...but these are the most disgusting pastries i have ever had. four of us shared a mixed box and sampled each one. everyone of us gagged. one person spit the lemon from the lemon meringue across the room. this will haunt me for years!,0,KA3YwBSc1oqe7SzHErshJA
320,VnZ7QP7OnJD8dJIFk91-Yw,2,2012-06-10,0,9c6nf4kocK1pWo8k67L8fg,5,best vet ever! we drive all the way from mountains edge just to update our cats on their vaccines because we only trust him!!!,1,Rr4nRgrl3JVJPdDSz4__PA
356,jIzygnVmajEXYmfsBNY_Gw,0,2016-09-13,0,-VegTMVHzxYe2pWUUOtZ8w,5,good tacos here. its in north phoenix if you live far it wort it going you won't regret it. i tried there tacos and they are bomb. highly recommend,0,OHhFN14jFGmjPmCOph12vQ
357,5fM69_oyGPAtrvR7bSGVOg,1,2016-09-08,0,eRjmNpymCCRvN43nmEy-lg,5,good place to go grab a dessert! i think is the best  place to get a true mexican raspado! they are always busy since its a small place but is worth it going,1,OHhFN14jFGmjPmCOph12vQ
358,MYExA8lcXaHYXuAPlGBWUg,0,2016-09-08,0,JDgO0ICb93RpLx-mq3BiBA,5,first time ever going to an event  to phoenix symphony. i got free tickets my a friend i wasn't planing to go but did;t want to wast them. i ended up going and i have no regrets i love it. i high recommend going,0,OHhFN14jFGmjPmCOph12vQ
365,5mmF-H_4emxvultbneKFWQ,0,2012-10-17,0,wnojnTpteq7um67mivbfag,1,average food - had the worst service last night from a young man.  we were the only table in the restaurant at 8:15 - our server was rushing us out,1,Eirm5Cv1Mk4pyJfi_LprbA
366,8jHLEXfoy3Q9TdvJYvtWvg,0,2014-08-05,0,kcHtpyK7v0BIoXZKUZ5sWw,1,i had a 7:30 reservation on a monday night.  i did not get seated until 8:15.  at 9:00 no chef had come to cook for us. i had already complained to the manager once and he did nothing. finally my family had to leave as we had hungry young children.  i am so disappointed and will never go here again.,0,Eirm5Cv1Mk4pyJfi_LprbA
367,I-5qHCVwT7k_KH67-YOx3A,0,2009-06-29,0,JRI9Cc0PVbMX6nN8EQsWIg,4,i love cheesecake factory period but the district location is my ultimate fave in vegas.,0,AuIK5tF2GjO7SftHawTLKw
369,4tWF2w6jP2LNK2xTVNEMFw,0,2009-08-06,0,_wzBkx7HCHcpdSAf-oX0Ug,4,could be the best mexican cuisine i've ever had in vegas?! coconut margarita is liquid nirvana.,0,AuIK5tF2GjO7SftHawTLKw
370,1Vn_lex3LGGwuTo-xeJnww,1,2009-10-03,0,gBKDf27W9LAysSANwH_cEA,5,i love froyo and yogurtland makes it a dream come true.,,
This is my fave venue since the ambiance is cozy and relaxing due to plenty of tables and chairs to unwind unlike the one in Town Square.  ,,,,,,,no review,,
Service is definitely friendly and warm.,,,,,,,no review,,
Overall ~ I am a big fan!!,1,AuIK5tF2GjO7SftHawTLKw,,,,,no review,,
371,JTSk0BCHw-uusHO4snGePA,0,2013-07-30,0,kcUIeVskF2zAnUSYeqTyAg,4,my experience with portrait innovation was great!  the prices are stiff but the photographer took her time with the shoot and was patient with my baby boy.  we will come back for a family holiday photo this year and i will make sure to use their coupon (i didn't the last time and paid $180 ~ yikes!).  this place is much better than jcpenney on grand canyon.,1,AuIK5tF2GjO7SftHawTLKw
373,IcOvxejpd5FLFIkj20Opqg,0,2009-08-06,0,9ivLrV6UgjaeabqkEmq4Fg,4,the only place where i get yummy red bean or green sesame balls.  also their steamed pork buns are my favorite.  this is where i order birthday cakes - mocha cake with coconut filling is a must-have!,0,AuIK5tF2GjO7SftHawTLKw
377,UvF68aNDfzCWQbxO6-647g,0,2011-08-25,0,0M1gnowzgTpGWRk9gHvEtA,3,they have good vietnamese sandwiches and refreshing thai tea with boba.  the service is good but you must remind the cashier if you want to redeem any specials they have for she won't automatically do it for you.,0,AuIK5tF2GjO7SftHawTLKw
379,JlPLadwBV3o20GjQwKmXAg,0,2009-08-06,0,1eS9M4YeJnykAzcUJQ1o1A,4,dj paul oakenfold brought back life to vegas nightclub scene.  i love rain but oakenfold makes all the reason why i keep coming back.  atmosphere is out-of-this-world with neon lights and glass mezzanine plus add lovely ladies in their pyrotechnics rope dance moves.  definitely vegas!,0,AuIK5tF2GjO7SftHawTLKw
380,BEplfZTUzYwApjMUaOA12w,0,2009-08-06,0,DtBjK1efAKKk4xr-MOtFjw,3,chicken tacos are delish especially their guacamole ~ not so pricey even if it's inside the venetian.,0,AuIK5tF2GjO7SftHawTLKw
382,ZGXd87vme_dDVYqr-HpRQQ,0,2009-06-29,0,MrrMGfG7ee6qvoRrWbA9MQ,4,my old boss took us out for lunch and we went to bamboo bistro.  the ambiance is clean and casual.  the food is delicious however they have a triple-layer dessert that just didn't hit the spot.  overall it was a pleasant dining experience.,0,AuIK5tF2GjO7SftHawTLKw
383,NvKNe9DnQavC9GstglcBJQ,0,2009-08-06,0,ddAAYIGyBvgLOg3jPYzCAw,5,grand lux is the higher end scale of cheesecake factory.  their menus are quiet similar yet very different.  i love all their food especially the chicken flautas and strawberry lemonade topped with creme brulee' dessert.  the only downfall is that it's inside the venetian resort and i'm not a fan of the strip on my days off. xd,0,AuIK5tF2GjO7SftHawTLKw
